cleaned,vector
service deplorabl midi jamais  personne desorganisee desagreable avoir thé gourmand svp the  dessert,"[0.5962705612182617, -0.015342007391154766, 0.10417110472917557, 0.2991154193878174, 0.19273892045021057, -0.7020714282989502, 0.11146624386310577, -0.07323435693979263, -0.5772727131843567, 0.2245919555425644, 0.3503771722316742, -0.13061770796775818, -0.41745492815971375, -0.1312026083469391, 0.06305722147226334, 0.4936225712299347, -0.10467960685491562, 0.033580489456653595, -0.13999882340431213, 0.641244649887085, 0.3658629357814789, 0.5524088740348816, 0.47754842042922974, -0.5235083103179932, -0.271048903465271, 0.39107567071914673, -0.06429029256105423, 0.023671243339776993, -0.040054962038993835, -0.2046404927968979, 0.008423307910561562, 0.32063743472099304, -0.01458093710243702, -0.13793493807315826, 0.010094812139868736, -0.052811577916145325, 0.12294679880142212, -0.008817145600914955, -0.02451815828680992, -0.04629788175225258, -0.24606503546237946, 0.07684487104415894, -0.22417621314525604, -0.12761786580085754, 0.21190999448299408, -0.2198885828256607, 0.07939509302377701, -0.1934446394443512, -0.1786167323589325, 0.3518643081188202, 0.24346891045570374, 0.1981993168592453, 0.35159969329833984, 0.27374914288520813, 0.19312767684459686, 0.1705513298511505, 0.26093432307243347, -0.07966923713684082, -0.26388177275657654, 0.2589797377586365, -0.08164108544588089, -0.05413403362035751, 0.12194972485303879, 0.04344252496957779]"
mieux établissement détruire rénovation rater plaire  dieu tomber tête existe -t il,"[0.7113429307937622, -0.034142643213272095, 0.15015758574008942, 0.37113815546035767, 0.2614198923110962, -0.8515283465385437, 0.13986752927303314, -0.09729797393083572, -0.7135834097862244, 0.264276385307312, 0.4036569595336914, -0.1412946581840515, -0.522485077381134, -0.1775907576084137, 0.08030981570482254, 0.6064695715904236, -0.12415865808725357, 0.042585086077451706, -0.1546718329191208, 0.8041676878929138, 0.4477318525314331, 0.6832696199417114, 0.5735211372375488, -0.6355639100074768, -0.3323884904384613, 0.46849164366722107, -0.07661353796720505, 0.009058558382093906, -0.05721741169691086, -0.2579921782016754, 0.01658950373530388, 0.4069490432739258, -0.010523593053221703, -0.1843872219324112, 0.01746889017522335, -0.08853457123041153, 0.14562803506851196, -0.019546441733837128, -0.03198100998997688, -0.053418565541505814, -0.3228801190853119, 0.06019633263349533, -0.25841060280799866, -0.1549580693244934, 0.2460094839334488, -0.2596769630908966, 0.09721485525369644, -0.23727872967720032, -0.195226788520813, 0.45491769909858704, 0.2877275347709656, 0.21148130297660828, 0.4187891185283661, 0.33473870158195496, 0.23786647617816925, 0.19486825168132782, 0.314361572265625, -0.06348466873168945, -0.3370589315891266, 0.3184713125228882, -0.11979778110980988, -0.07235212624073029, 0.14302268624305725, 0.037911511957645416]"
accueil service inacceptable restaurant écoute service erreur plat refus reprendre prétexte,"[0.4329935312271118, -0.019546017050743103, 0.07467956095933914, 0.2171524316072464, 0.141968235373497, -0.4882992208003998, 0.0747259110212326, -0.06830497086048126, -0.42259448766708374, 0.16258399188518524, 0.2460789978504181, -0.09412325918674469, -0.30811601877212524, -0.08662603050470352, 0.03577810525894165, 0.36155030131340027, -0.07240405678749084, 0.021855181083083153, -0.09565494954586029, 0.46842220425605774, 0.26351961493492126, 0.4018184542655945, 0.34529122710227966, -0.3746587932109833, -0.197177916765213, 0.27047643065452576, -0.05849934369325638, 0.01156366802752018, -0.025808492675423622, -0.143401101231575, 0.015815796330571175, 0.23141928017139435, -0.012462165206670761, -0.10693484544754028, 0.006447858177125454, -0.0379430390894413, 0.07144436985254288, 0.014534384943544865, -0.013140249997377396, -0.012567829340696335, -0.18651871383190155, 0.053006917238235474, -0.15397635102272034, -0.08573350310325623, 0.13858909904956818, -0.16367077827453613, 0.06572646647691727, -0.13953867554664612, -0.12415917962789536, 0.24636520445346832, 0.18052531778812408, 0.12113983184099197, 0.26194000244140625, 0.20325100421905518, 0.13189034163951874, 0.11397641152143478, 0.1830195188522339, -0.06570623815059662, -0.19336700439453125, 0.18434017896652222, -0.07272464036941528, -0.03387095406651497, 0.06945279985666275, 0.030615786090493202]"
alerte poison alimentaire attention  voyage affaire femme strasbourg choisir tapa cafe appel,"[0.7373759150505066, -0.03532573580741882, 0.12673594057559967, 0.3747203052043915, 0.26903319358825684, -0.8566353917121887, 0.14089196920394897, -0.09976174682378769, -0.7202802300453186, 0.2744578421115875, 0.4098907709121704, -0.15475687384605408, -0.5263221859931946, -0.17338581383228302, 0.08246518671512604, 0.6047786474227905, -0.1275963932275772, 0.055988430976867676, -0.16732728481292725, 0.8100537061691284, 0.44155219197273254, 0.677781879901886, 0.5851037502288818, -0.6476387977600098, -0.3423542082309723, 0.4622461795806885, -0.08420312404632568, 0.0314447358250618, -0.04905107617378235, -0.2520442008972168, -0.001623471500352025, 0.39558538794517517, -0.017542555928230286, -0.1859479546546936, 0.025303224101662636, -0.08377117663621902, 0.13708683848381042, -0.025704391300678253, -0.019243646413087845, -0.056213513016700745, -0.3263324201107025, 0.07089529931545258, -0.26101598143577576, -0.14002132415771484, 0.246261328458786, -0.28025850653648376, 0.09150470793247223, -0.2214897722005844, -0.22539302706718445, 0.4564916491508484, 0.31510448455810547, 0.2320409119129181, 0.4337102174758911, 0.35496947169303894, 0.2452874779701233, 0.20391908288002014, 0.33727002143859863, -0.08484819531440735, -0.33023208379745483, 0.31758737564086914, -0.11287015676498413, -0.06095053628087044, 0.15845730900764465, 0.034293193370103836]"
commander bar papillote arriver croire  culot point facturation poisson totalité grand seigneur,"[0.5794453620910645, -0.021341199055314064, 0.11611595749855042, 0.3050355017185211, 0.19799457490444183, -0.6893969178199768, 0.10316834598779678, -0.05424535274505615, -0.5726727843284607, 0.20045995712280273, 0.34213465452194214, -0.15270371735095978, -0.41137635707855225, -0.11281115561723709, 0.05910218134522438, 0.4763887822628021, -0.09916803985834122, 0.03834005445241928, -0.13206207752227783, 0.6339647769927979, 0.374996542930603, 0.5478558540344238, 0.4551014304161072, -0.5095344185829163, -0.273716539144516, 0.36990442872047424, -0.07580824941396713, 0.026415619999170303, -0.04711083322763443, -0.19330976903438568, -0.002064462285488844, 0.330568790435791, -0.03300296887755394, -0.15635983645915985, 0.021208301186561584, -0.05941282957792282, 0.10192812234163284, -0.005013224668800831, -0.015731027349829674, -0.03377446532249451, -0.24195563793182373, 0.07654185593128204, -0.2096889317035675, -0.12578949332237244, 0.19088755548000336, -0.23643016815185547, 0.08045791834592819, -0.1944810450077057, -0.16838952898979187, 0.3489740192890167, 0.24006852507591248, 0.19010202586650848, 0.34608036279678345, 0.25166454911231995, 0.20833846926689148, 0.1685505211353302, 0.24366416037082672, -0.06848634034395218, -0.2477116584777832, 0.2542799413204193, -0.07226073741912842, -0.05506519973278046, 0.10897058248519897, 0.024847131222486496]"
service aimable impression déranger heure servir falloir lever aller redemander bar,"[0.3061244785785675, -0.014383981004357338, 0.06595678627490997, 0.16723954677581787, 0.11789129674434662, -0.3733738362789154, 0.07655955106019974, -0.053403161466121674, -0.3337441086769104, 0.11983899772167206, 0.1899404525756836, -0.08144160360097885, -0.22899596393108368, -0.07507594674825668, 0.045531343668699265, 0.24384468793869019, -0.0546063557267189, 0.037398818880319595, -0.0667974129319191, 0.34860464930534363, 0.19942136108875275, 0.3132401406764984, 0.25857308506965637, -0.28619393706321716, -0.15366703271865845, 0.19610469043254852, -0.03821294382214546, 0.014778455719351768, -0.03594342991709709, -0.11955802142620087, -0.017916515469551086, 0.19534511864185333, -0.0008959713159129024, -0.09221313148736954, -0.007136652246117592, -0.05668716877698898, 0.054359812289476395, -0.005057412199676037, -0.016511932015419006, -0.00890417117625475, -0.12405986338853836, 0.022891294211149216, -0.11773917078971863, -0.08076175302267075, 0.11322983354330063, -0.13048221170902252, 0.06526906788349152, -0.09643856436014175, -0.09425895661115646, 0.19980284571647644, 0.14991049468517303, 0.09557737410068512, 0.1811259537935257, 0.15083444118499756, 0.11103349924087524, 0.0751180574297905, 0.15087367594242096, -0.05419750511646271, -0.14541085064411163, 0.140541210770607, -0.0601566843688488, -0.030030179768800735, 0.05593635141849518, 0.01509744394570589]"
restaurer viande nom indique milieu nul part plaine boucher coïncidence quartier industrieux strasbourg ,"[0.6321425437927246, -0.02200586348772049, 0.10026153922080994, 0.32148465514183044, 0.21010267734527588, -0.7320476770401001, 0.11901811510324478, -0.08673921227455139, -0.6199535727500916, 0.2401323914527893, 0.3468726873397827, -0.12907962501049042, -0.44700223207473755, -0.14635701477527618, 0.06265188753604889, 0.520429253578186, -0.10775595903396606, 0.04886806011199951, -0.14816914498806, 0.6913917660713196, 0.37886419892311096, 0.5687055587768555, 0.4871211349964142, -0.5567805767059326, -0.29561594128608704, 0.39590221643447876, -0.07595527172088623, 0.004059540573507547, -0.04416244477033615, -0.2295587807893753, 0.020883731544017792, 0.34484997391700745, -0.027435854077339172, -0.14769132435321808, 0.01994917169213295, -0.06060134619474411, 0.1320183277130127, -0.03572531417012215, -0.024433856830000877, -0.04236932098865509, -0.2724587917327881, 0.03724764287471771, -0.2210153192281723, -0.13398627936840057, 0.2180849313735962, -0.22777578234672546, 0.08264806121587753, -0.19763678312301636, -0.19473539292812347, 0.36331287026405334, 0.2717086374759674, 0.20929771661758423, 0.37972357869148254, 0.2964729070663452, 0.21424992382526398, 0.17505288124084473, 0.29347532987594604, -0.0803677886724472, -0.28852611780166626, 0.2765074670314789, -0.09906942397356033, -0.051322706043720245, 0.13913625478744507, 0.023937592282891273]"
agir restaurant qualifier purement touristique bien placer strasbourg connaître potentiel touristique restaurant,"[0.5340726375579834, -0.03234357759356499, 0.10459459573030472, 0.29884928464889526, 0.20329107344150543, -0.6372274160385132, 0.09426628798246384, -0.056806448847055435, -0.541607677936554, 0.19369304180145264, 0.3141903579235077, -0.11320727318525314, -0.3854192793369293, -0.12357338517904282, 0.05876260623335838, 0.4423729181289673, -0.09336249530315399, 0.023711534217000008, -0.11658666282892227, 0.5932517647743225, 0.3398035764694214, 0.5015302896499634, 0.4258155822753906, -0.4662547707557678, -0.25211527943611145, 0.3353698253631592, -0.07718449831008911, 0.007859821431338787, -0.04241008311510086, -0.1905866414308548, 0.0013249061303213239, 0.29000991582870483, -0.01500840112566948, -0.15262725949287415, 0.03224768117070198, -0.06449055671691895, 0.11130508780479431, -0.013678377494215965, -0.007946002297103405, -0.029696745797991753, -0.24644605815410614, 0.04328876733779907, -0.1993628740310669, -0.10345697402954102, 0.1632843166589737, -0.19579505920410156, 0.06855077296495438, -0.15770278871059418, -0.15163062512874603, 0.33031797409057617, 0.2047695368528366, 0.16919931769371033, 0.31314611434936523, 0.24302366375923157, 0.18460561335086823, 0.1467943787574768, 0.23215843737125397, -0.03877673298120499, -0.2404121458530426, 0.23285292088985443, -0.08651576191186905, -0.054476261138916016, 0.1010056808590889, 0.029270639643073082]"
clairement recommander restaurant  tartine pain mauvais   clairement congele   pose probleme,"[0.49346375465393066, -0.021791623905301094, 0.10508491843938828, 0.27311578392982483, 0.17131522297859192, -0.5905615091323853, 0.10082396119832993, -0.05048712342977524, -0.49809813499450684, 0.1877501755952835, 0.27224698662757874, -0.10969793796539307, -0.34678491950035095, -0.1288849115371704, 0.04631788283586502, 0.4090045690536499, -0.07894594222307205, 0.042345643043518066, -0.122262142598629, 0.5393904447555542, 0.30831167101860046, 0.4775107502937317, 0.399138867855072, -0.4299866557121277, -0.2282392531633377, 0.32473981380462646, -0.04601379483938217, 0.016453806310892105, -0.02689218707382679, -0.1860857903957367, 0.004765964578837156, 0.2714514434337616, -0.006049692165106535, -0.1276276558637619, 0.02598809078335762, -0.054429568350315094, 0.10033312439918518, 0.002508466364815831, -0.009585629217326641, -0.03827107697725296, -0.2350946068763733, 0.04152820631861687, -0.18859095871448517, -0.11087650060653687, 0.1633569449186325, -0.17783281207084656, 0.0702272430062294, -0.16261276602745056, -0.14102871716022491, 0.2932976186275482, 0.20431718230247498, 0.16123805940151215, 0.30095797777175903, 0.2371777892112732, 0.16110868752002716, 0.12257149815559387, 0.20542465150356293, -0.041324857622385025, -0.22308233380317688, 0.1972162425518036, -0.07459782063961029, -0.04285714402794838, 0.0835065096616745, 0.006924262270331383]"
vouloir donner avis favorable   établissement distinguer célébre macaron partager opinion excellence cadre froid,"[0.5891515016555786, -0.048654720187187195, 0.09253235906362534, 0.32326433062553406, 0.20750954747200012, -0.713228166103363, 0.10686273872852325, -0.07640817016363144, -0.5823827385902405, 0.2318614423274994, 0.3357272148132324, -0.12003802508115768, -0.4239059090614319, -0.14499907195568085, 0.045763928443193436, 0.49897992610931396, -0.1090579479932785, 0.043764565140008926, -0.142095685005188, 0.6507615447044373, 0.35180166363716125, 0.5610265731811523, 0.43831387162208557, -0.529231607913971, -0.26777446269989014, 0.3965178430080414, -0.06305237114429474, 0.034055329859256744, -0.055822696536779404, -0.2066766917705536, 0.005062342621386051, 0.3350754678249359, -0.020772237330675125, -0.14809350669384003, 0.03613024950027466, -0.06987527757883072, 0.11682062596082687, -0.010819647461175919, 0.0005140092107467353, -0.05629691854119301, -0.2699528932571411, 0.04178815335035324, -0.23599253594875336, -0.11161275207996368, 0.2050859034061432, -0.21569077670574188, 0.08757255971431732, -0.18674728274345398, -0.16445894539356232, 0.3803359568119049, 0.2538856863975525, 0.20215368270874023, 0.36146727204322815, 0.26895302534103394, 0.19482488930225372, 0.1602453738451004, 0.26731979846954346, -0.08117334544658661, -0.27598121762275696, 0.2617906332015991, -0.0906360000371933, -0.06004040688276291, 0.1222689300775528, 0.04561423510313034]"
italien nom gros déception commentaire précédent accueil froid bonjour temps commander,"[0.2563683092594147, -0.0027486374601721764, 0.05382921174168587, 0.1294499933719635, 0.06712094694375992, -0.287738174200058, 0.055665478110313416, -0.0201066005975008, -0.24967297911643982, 0.11023611575365067, 0.14361704885959625, -0.05362127348780632, -0.18080995976924896, -0.05945514515042305, 0.003785647451877594, 0.19910769164562225, -0.05058266595005989, 0.013668912462890148, -0.040120065212249756, 0.2763860821723938, 0.1341329962015152, 0.223409041762352, 0.1949368566274643, -0.21169565618038177, -0.08651328831911087, 0.1602693498134613, -0.0015956214629113674, 0.001403462141752243, -0.019269047304987907, -0.09257319569587708, -0.0036602867767214775, 0.11951914429664612, -0.019395841285586357, -0.05886004865169525, -0.004657968413084745, -0.013885772787034512, 0.04091808572411537, -0.0058365147560834885, 0.006988088134676218, -0.014227456413209438, -0.10668540745973587, 0.02841283194720745, -0.092852883040905, -0.03646364063024521, 0.08654963970184326, -0.08083725720643997, 0.031732987612485886, -0.068682461977005, -0.07207711786031723, 0.14487099647521973, 0.10310836881399155, 0.08674897253513336, 0.13850796222686768, 0.10925289243459702, 0.10096351057291031, 0.06318826228380203, 0.09629417210817337, -0.036590151488780975, -0.12105856835842133, 0.08584056794643402, -0.0602002888917923, -0.013609648682177067, 0.04362860321998596, 0.031009161844849586]"
